# scripts/shadow-meter-audit.tsv — 存疑档案人工认对清单(刀E §E3.5 + 刀F §F1 两级判据重生成于 2026-07-31)
# 打底口径:meter 的 区域(area)/位置(spot)/企业名称(tenant_name)/编码(code) 四项全空 且已有读数 —— 共 310 块 / 338 条读数。
# 【§F1 修正】四空是「档案完整度」条件,不是「重复性」条件,故拆两级(mark 列):
#   shadow(10 块 / 10 条,全在一期)= 四空 **且** 能配到一块档案完整(area/code/tenant_name 至少一项非空)的
#       同 (kind, zone, building_id) 表、且**同月 prev_total + curr_total + factor_snap 三格全等**
#       → 疑似同一块物理表的第二份档案;V75 标 suspect='shadow',用量**不计入**楼栋分表Σ,屏上红底。
#   incomplete(300 块 / 328 条)= 四空但配不上 → 只是档案没填全,当真表处理:用量**照常计入Σ**,屏上黄底。
#       含 5 块挂栋的二期临电(1415 黎镇源临电/1416 佳亿兴电/1417 广聚运通电/1418 欧伟杰临电/1419 广联临电)——
#       刀E 把它们误标 shadow 会永久踢出Σ,今天读数恰为 0.00 不暴雷,下月抄出非零就静默消失。
#       也含 289 块宿舍表:它们是尖/峰/平/谷四列被拆成四块表(「陈昌辉尖/峰/平/谷」对应真档案「陈昌辉总」),
#       不是同一块表的两份档案,读数本就不相等 —— 配不上是正确的,归 incomplete 只做展示提示。
# 本刀只标不删不合并 —— 合并需人工逐条认对,认错就丢读数。
# 列:mark 两级标 | meter_id | kind | zone | building_id | name 标识名 | ownership |
#     ym | prev_total | curr_total | factor_snap | usage_qty 用量 |
#     match_id/match_name/match_area/match_spot/match_tenant/match_code 三格全等配到的档案完整表(仅 shadow 有) |
#     name_hint_id/name_hint_name 标识名线索(「X尖/峰/平/谷」→「X总」,仅供人工参考,不参与判据)
# 解除:在抄表屏「只看存疑」筛出 → 打开档案抽屉补齐区域/位置/编码并保存一次,后端自动清标(MeterService.apply)。
mark	meter_id	kind	zone	building_id	name	ownership	ym	prev_total	curr_total	factor_snap	usage_qty	match_id	match_name	match_area	match_spot	match_tenant	match_code	name_hint_id	name_hint_name
incomplete	1400	water	dorm	NULL	638	share	2024-02	44.00	48.00	1.00	4.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1401	water	dorm	NULL	639	share	2024-02	20.00	20.00	1.00	0.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1402	water	dorm	NULL	640	share	2024-02	13.00	16.00	1.00	3.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1403	water	dorm	NULL	641	share	2024-02	26.00	29.00	1.00	3.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1404	water	dorm	NULL	642	share	2024-02	32.00	39.00	1.00	7.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1405	water	dorm	NULL	643	share	2024-02	23.00	23.00	1.00	0.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1406	water	dorm	NULL	644	share	2024-02	18.00	21.00	1.00	3.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1407	water	dorm	NULL	645	share	2024-02	33.00	34.00	1.00	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1408	water	dorm	NULL	646	share	2024-02	13.00	15.00	1.00	2.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1409	water	dorm	NULL	647	share	2024-02	19.00	22.00	1.00	3.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1410	water	dorm	NULL	648	share	2024-02	9.00	10.00	1.00	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1411	water	dorm	NULL	649	share	2024-02	32.00	36.00	1.00	4.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1412	water	dorm	NULL	650	share	2024-02	8.00	10.00	1.00	2.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1413	water	dorm	NULL	651	share	2024-02	0.00	NULL	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1414	water	dorm	NULL	652	share	2024-02	0.00	NULL	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
